KMLid,OBJECTID,Validity_d,area,bp_address,deal_props,dealing,house_no,last_sale,postcode,price,propid,sale_date,strata,street,suburb,urbanity
638000/638073,315959,29 March 2026,739.8,"7 DERRIBONG PL, THORNLEIGH NSW 2120",1,AQ933839,7,Y,2120,1639000,638073,6 March 2021,0,DERRIBONG PLACE,THORNLEIGH,U
674000/674148,330946,29 March 2026,1119,"12 VALE RD, THORNLEIGH NSW 2120",1,AR21828,12,Y,2120,1685000,674148,6 March 2021,0,VALE ROAD,THORNLEIGH,U
659000/659609,325111,29 March 2026,929.5,"83 NORMAN AVE, THORNLEIGH NSW 2120",1,AQ352319,83,Y,2120,1425000,659609,6 June 2020,0,NORMAN AVENUE,THORNLEIGH,U
673000/673215,330515,29 March 2026,445.9,"44 THORNLEIGH ST, THORNLEIGH NSW 2120",1,AQ893909,44,Y,2120,1286000,673215,6 February 2021,0,THORNLEIGH STREET,THORNLEIGH,U
652000/652321,322128,29 March 2026,739.8,"30 LAROOL CRES, THORNLEIGH NSW 2120",1,AP169704,30,Y,2120,1100000,652321,6 February 2019,0,LAROOL CRESCENT,THORNLEIGH,U
3912000/3912363,335869,29 March 2026,340,"2B EDDY ST, THORNLEIGH NSW 2120",1,AV800348,2B,Y,2120,1615000,3912363,6 December 2025,0,EDDY STREET,THORNLEIGH,U
675000/675111,331468,29 March 2026,942.2,"55 WAREEMBA AVE, THORNLEIGH NSW 2120",1,AU442303,55,Y,2120,1810000,675111,6 August 2024,0,WAREEMBA AVENUE,THORNLEIGH,U
644000/644566,318464,29 March 2026,708.2,"11 GOODLANDS AVE, THORNLEIGH NSW 2120",1,AS553322,11,Y,2120,1510000,644566,6 August 2022,0,GOODLANDS AVENUE,THORNLEIGH,U
651000/651769,321857,29 March 2026,942.2,"79 KOORINGAL AVE, THORNLEIGH NSW 2120",1,AS480607,79,Y,2120,1763000,651769,6 August 2022,0,KOORINGAL AVENUE,THORNLEIGH,U
653000/653246,322395,29 March 2026,372.7,"18 LIVINGSTONE WAY, THORNLEIGH NSW 2120",1,AU105516,18,Y,2120,1490000,653246,6 April 2024,0,LIVINGSTONE WAY,THORNLEIGH,U
659000/659229,324918,29 March 2026,841,"65 NICHOLSON AVE, THORNLEIGH NSW 2120",1,AU225560,65,Y,2120,2011000,659229,6 April 2024,0,NICHOLSON AVENUE,THORNLEIGH,U
667000/667675,327959,29 March 2026,689.2,"1 ROACH AVE, THORNLEIGH NSW 2120",1,AP264299,1,Y,2120,911000,667675,6 April 2019,0,ROACH AVENUE,THORNLEIGH,U
640000/640350,316661,29 March 2026,850.5,"26 EDMUNDSON CL, THORNLEIGH NSW 2120",1,AS617383,26,Y,2120,1550000,640350,5 September 2022,0,EDMUNDSON CLOSE,THORNLEIGH,U
663000/663605,326387,29 March 2026,828.3,"10 PARKLAND PL, THORNLEIGH NSW 2120",1,AS677720,10,Y,2120,665000,663605,5 September 2022,0,PARKLAND PLACE,THORNLEIGH,U
624000/624014,309898,29 March 2026,560.4,"9 ADAMSON AVE, THORNLEIGH NSW 2120",1,AQ558690,9,Y,2120,1236000,624014,5 September 2020,0,ADAMSON AVENUE,THORNLEIGH,U
673000/673267,330542,29 March 2026,1119,"32 TILLOCK ST, THORNLEIGH NSW 2120",1,AU682047,32,Y,2120,2000000,673267,5 October 2024,0,TILLOCK STREET,THORNLEIGH,U
2907000/2907188,333342,29 March 2026,756.8,"4B HANDLEY AVE, THORNLEIGH NSW 2120",1,AU564158,4B,Y,2120,2050000,2907188,5 October 2024,0,HANDLEY AVENUE,THORNLEIGH,U
628000/628490,311849,29 March 2026,340.8,"1A BERESFORD RD, THORNLEIGH NSW 2120",1,AR632202,1A,Y,2120,1605000,628490,5 October 2021,0,BERESFORD ROAD,THORNLEIGH,U
645000/645918,319178,29 March 2026,777.8,"6 HANDLEY AVE, THORNLEIGH NSW 2120",1,AS887029,6,Y,2120,2070000,645918,5 November 2022,0,HANDLEY AVENUE,THORNLEIGH,U
